chr	start	end	position	LocusID	LeadVariant_P_value	variant	variant_P_value	LeadSNP_PosteriorProb	PosteriorProb	CredibleSet	Trait	Coding	CodingVariantGene	SpliceSite	SpliceSiteVariantGene	Promoter	PromoterVariantGene	Source
chr3	123391734	123391734	123391734	rs55968914	1.4e-10	rs55968914	1.4e-10	0.931315554016791	0.931315554016791	invnorm_RVEF_LVEF_ratio-rs55968914	invnorm_RVEF_LVEF_ratio	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr3	123391734	123391734	123391734	rs59107033	2e-10	rs55968914	1.4e-10	0.912150754018483	0.931315554016791	invnorm_RVEF_LVEF_ratio-rs59107033	invnorm_RVEF_LVEF_ratio	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr3	123391734	123391734	123391734	rs62262391	1.9e-10	rs55968914	1.4e-10	0.916658891610652	0.931315554016791	invnorm_RVEF_LVEF_ratio-rs62262391	invnorm_RVEF_LVEF_ratio	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	119656173	119656173	119656173	rs72840788	1.2e-19	rs72840788	1.2e-19	0.999994042232826	0.999994042232826	invnorm_RVEF-rs72840788	invnorm_RVEF	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	119663324	119663324	119663324	rs61869036	1.6e-19	rs61869036	1.6e-19	0.999992381895201	0.999992381895201	invnorm_RVEF-rs61869036	invnorm_RVEF	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	119665303	119665303	119665303	rs375034445	4.4e-19	rs375034445	4.4e-19	0.999986498665447	0.999986498665447	invnorm_RVEF-rs375034445	invnorm_RVEF	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	119666800	119666800	119666800	rs7095308	9e-14	rs7095308	9e-14	0.957937731796521	0.957937731796521	invnorm_RVEF-rs7095308	invnorm_RVEF	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	119670121	119670121	119670121	rs2234962	6.7e-20	rs2234962	6.7e-20	0.999995780128088	0.999995780128088	invnorm_RVEF-rs2234962	invnorm_RVEF	TRUE	BAG3	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	119674163	119674163	119674163	rs72842207	2e-19	rs72842207	2e-19	0.99999111781861	0.99999111781861	invnorm_RVEF-rs72842207	invnorm_RVEF	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr8	143944186	143944186	143944186	rs11786896	3.6e-09	rs11786896	3.6e-09	0.987182567730039	0.987182567730039	invnorm_RVEF-rs11786896	invnorm_RVEF	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr3	123386874	123386874	123386874	rs17295246	8e-10	rs17295246	8e-10	0.927534143966206	0.927534143966206	invnorm_RVESV_LVESV_ratio-rs17295246	invnorm_RVESV_LVESV_ratio	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr3	123386874	123386874	123386874	rs55968914	9.5e-10	rs17295246	8e-10	0.916290443884113	0.927534143966206	invnorm_RVESV_LVESV_ratio-rs55968914	invnorm_RVESV_LVESV_ratio	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr3	123386874	123386874	123386874	rs62262399	9.8e-10	rs17295246	8e-10	0.914535814154004	0.927534143966206	invnorm_RVESV_LVESV_ratio-rs62262399	invnorm_RVESV_LVESV_ratio	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr3	123391734	123391734	123391734	rs17295246	8e-10	rs55968914	9.5e-10	0.927534143966206	0.916290443884113	invnorm_RVESV_LVESV_ratio-rs17295246	invnorm_RVESV_LVESV_ratio	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr3	123391734	123391734	123391734	rs55968914	9.5e-10	rs55968914	9.5e-10	0.916290443884113	0.916290443884113	invnorm_RVESV_LVESV_ratio-rs55968914	invnorm_RVESV_LVESV_ratio	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr3	123391734	123391734	123391734	rs62262399	9.8e-10	rs55968914	9.5e-10	0.914535814154004	0.916290443884113	invnorm_RVESV_LVESV_ratio-rs62262399	invnorm_RVESV_LVESV_ratio	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr3	123391929	123391929	123391929	rs17295246	8e-10	rs62262399	9.8e-10	0.927534143966206	0.914535814154004	invnorm_RVESV_LVESV_ratio-rs17295246	invnorm_RVESV_LVESV_ratio	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr3	123391929	123391929	123391929	rs55968914	9.5e-10	rs62262399	9.8e-10	0.916290443884113	0.914535814154004	invnorm_RVESV_LVESV_ratio-rs55968914	invnorm_RVESV_LVESV_ratio	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr3	123391929	123391929	123391929	rs62262399	9.8e-10	rs62262399	9.8e-10	0.914535814154004	0.914535814154004	invnorm_RVESV_LVESV_ratio-rs62262399	invnorm_RVESV_LVESV_ratio	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr6	36678991	36678991	36678991	rs146170154	7.2e-15	rs146170154	7.2e-15	0.934973185153226	0.934973185153226	invnorm_RVESV_LVESV_ratio-rs146170154	invnorm_RVESV_LVESV_ratio	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr6	36678991	36678991	36678991	rs3176326	1.1e-14	rs146170154	7.2e-15	0.919441932384225	0.934973185153226	invnorm_RVESV_LVESV_ratio-rs3176326	invnorm_RVESV_LVESV_ratio	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr6	36679512	36679512	36679512	rs146170154	7.2e-15	rs3176326	1.1e-14	0.934973185153226	0.919441932384225	invnorm_RVESV_LVESV_ratio-rs146170154	invnorm_RVESV_LVESV_ratio	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr6	36679512	36679512	36679512	rs3176326	1.1e-14	rs3176326	1.1e-14	0.919441932384225	0.919441932384225	invnorm_RVESV_LVESV_ratio-rs3176326	invnorm_RVESV_LVESV_ratio	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	119656173	119656173	119656173	rs72840788	1.1e-19	rs72840788	1.1e-19	0.99995939393736	0.99995939393736	invnorm_RVESV-rs72840788	invnorm_RVESV	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	119663324	119663324	119663324	rs61869036	1.2e-19	rs61869036	1.2e-19	0.999957191734968	0.999957191734968	invnorm_RVESV-rs61869036	invnorm_RVESV	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	119665303	119665303	119665303	rs375034445	7.7e-19	rs375034445	7.7e-19	0.999864365745609	0.999864365745609	invnorm_RVESV-rs375034445	invnorm_RVESV	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	119665450	119665450	119665450	rs117550412	1.3e-19	rs117550412	1.3e-19	0.999954142024687	0.999954142024687	invnorm_RVESV-rs117550412	invnorm_RVESV	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	119667372	119667372	119667372	rs17617337	1.3e-19	rs17617337	1.3e-19	0.999953861349094	0.999953861349094	invnorm_RVESV-rs17617337	invnorm_RVESV	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	119670121	119670121	119670121	rs2234962	1.1e-19	rs2234962	1.1e-19	0.999957464285447	0.999957464285447	invnorm_RVESV-rs2234962	invnorm_RVESV	TRUE	BAG3	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	119674163	119674163	119674163	rs72842207	1.9e-19	rs72842207	1.9e-19	0.999941105710548	0.999941105710548	invnorm_RVESV-rs72842207	invnorm_RVESV	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr12	111388673	111388673	111388673	rs111338191	3.1e-15	rs111338191	3.1e-15	0.999601333014695	0.999601333014695	invnorm_RVESV-rs111338191	invnorm_RVESV	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr12	111446804	111446804	111446804	rs3184504	2.1e-17	rs3184504	2.1e-17	0.999997549952489	0.999997549952489	invnorm_RVESV-rs3184504	invnorm_RVESV	TRUE	SH2B3	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr12	111469627	111469627	111469627	rs35350651	6.3e-17	rs35350651	6.3e-17	0.99999222714121	0.99999222714121	invnorm_RVESV-rs35350651	invnorm_RVESV	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr12	111472415	111472415	111472415	rs10774625	1.3e-16	rs10774625	1.3e-16	0.999983434139178	0.999983434139178	invnorm_RVESV-rs10774625	invnorm_RVESV	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr12	111535554	111535554	111535554	rs597808	3.9e-17	rs597808	3.9e-17	0.999994983293426	0.999994983293426	invnorm_RVESV-rs597808	invnorm_RVESV	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr12	111621753	111621753	111621753	rs11065979	5e-13	rs11065979	5e-13	0.945638885889231	0.945638885889231	invnorm_RVESV-rs11065979	invnorm_RVESV	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr12	65933852	65933852	65933852	rs10878349	1.5e-10	rs10878349	1.5e-10	0.931212738247112	0.931212738247112	invnorm_RVESV-rs10878349	invnorm_RVESV	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr8	143944186	143944186	143944186	rs11786896	1.1e-08	rs11786896	1.1e-08	0.921104462096102	0.921104462096102	invnorm_RVESV-rs11786896	invnorm_RVESV	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	94249425	94249425	94249425	rs543302184	1.4e-12	rs543302184	1.4e-12	0.993801368858157	0.993801368858157	invnorm_short_axis_cm_pa_diastole-rs543302184	invnorm_short_axis_cm_pa_diastole	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	94253193	94253193	94253193	rs7080472	4.9e-14	rs7080472	4.9e-14	0.999073694703992	0.999073694703992	invnorm_short_axis_cm_pa_diastole-rs7080472	invnorm_short_axis_cm_pa_diastole	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	94254865	94254865	94254865	rs10786156	4.8e-16	rs10786156	4.8e-16	0.999956097327924	0.999956097327924	invnorm_short_axis_cm_pa_diastole-rs10786156	invnorm_short_axis_cm_pa_diastole	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	94256036	94256036	94256036	rs3891783	3.8e-16	rs3891783	3.8e-16	0.999962399114474	0.999962399114474	invnorm_short_axis_cm_pa_diastole-rs3891783	invnorm_short_axis_cm_pa_diastole	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	94263320	94263320	94263320	rs57866767	4.2e-16	rs57866767	4.2e-16	0.999960428994524	0.999960428994524	invnorm_short_axis_cm_pa_diastole-rs57866767	invnorm_short_axis_cm_pa_diastole	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	94278929	94278929	94278929	rs11187838	3e-16	rs11187838	3e-16	0.999968524079559	0.999968524079559	invnorm_short_axis_cm_pa_diastole-rs11187838	invnorm_short_axis_cm_pa_diastole	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	94279840	94279840	94279840	rs2274224	3e-16	rs2274224	3e-16	0.999967825223282	0.999967825223282	invnorm_short_axis_cm_pa_diastole-rs2274224	invnorm_short_axis_cm_pa_diastole	TRUE	PLCE1	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr11	17476510	17476510	17476510	rs77889556	2e-10	rs77889556	2e-10	0.998788622051509	0.998788622051509	invnorm_short_axis_cm_pa_diastole-rs77889556	invnorm_short_axis_cm_pa_diastole	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr12	66002876	66002876	66002876	rs34550199	1.3e-12	rs34550199	1.3e-12	0.995541692205266	0.995541692205266	invnorm_short_axis_cm_pa_diastole-rs34550199	invnorm_short_axis_cm_pa_diastole	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr12	66010844	66010844	66010844	rs10878359	9.9e-13	rs10878359	9.9e-13	0.9964446997792	0.9964446997792	invnorm_short_axis_cm_pa_diastole-rs10878359	invnorm_short_axis_cm_pa_diastole	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr12	66017912	66017912	66017912	rs1871675	4.3e-13	rs1871675	4.3e-13	0.997975026392554	0.997975026392554	invnorm_short_axis_cm_pa_diastole-rs1871675	invnorm_short_axis_cm_pa_diastole	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr12	66018350	66018350	66018350	rs1480470	4e-13	rs1480470	4e-13	0.998037955802954	0.998037955802954	invnorm_short_axis_cm_pa_diastole-rs1480470	invnorm_short_axis_cm_pa_diastole	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr5	173243608	173243608	173243608	rs35564079	2.5e-11	rs35564079	2.5e-11	0.992265224096072	0.992265224096072	invnorm_short_axis_cm_pa_diastole-rs35564079	invnorm_short_axis_cm_pa_diastole	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr5	173243742	173243742	173243742	rs6891790	2.2e-10	rs6891790	2.2e-10	0.958222578558388	0.958222578558388	invnorm_short_axis_cm_pa_diastole-rs6891790	invnorm_short_axis_cm_pa_diastole	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr6	36679072	36679072	36679072	rs3176323	6.2e-13	rs3176323	6.2e-13	0.948864534510307	0.948864534510307	invnorm_short_axis_cm_pa_diastole-rs3176323	invnorm_short_axis_cm_pa_diastole	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	94253193	94253193	94253193	rs7080472	1.3e-10	rs7080472	1.3e-10	0.947028073064314	0.947028073064314	invnorm_short_axis_cm_pa-rs7080472	invnorm_short_axis_cm_pa	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	94278929	94278929	94278929	rs11187838	5.6e-12	rs11187838	5.6e-12	0.991881352613295	0.991881352613295	invnorm_short_axis_cm_pa-rs11187838	invnorm_short_axis_cm_pa	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr10	94279840	94279840	94279840	rs2274224	7.3e-12	rs2274224	7.3e-12	0.989959061645659	0.989959061645659	invnorm_short_axis_cm_pa-rs2274224	invnorm_short_axis_cm_pa	TRUE	PLCE1	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr11	17476510	17476510	17476510	rs77889556	2.3e-14	rs77889556	2.3e-14	0.999903903938844	0.999903903938844	invnorm_short_axis_cm_pa-rs77889556	invnorm_short_axis_cm_pa	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr12	66000884	66000884	66000884	rs4026608	4.4e-13	rs4026608	4.4e-13	0.942584021620148	0.942584021620148	invnorm_short_axis_cm_pa-rs4026608	invnorm_short_axis_cm_pa	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr12	70719307	70719307	70719307	rs2137537	1.2e-08	rs2137537	1.2e-08	0.946929904174337	0.946929904174337	invnorm_short_axis_cm_pa-rs2137537	invnorm_short_axis_cm_pa	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr12	70720620	70720620	70720620	rs7304603	3.7e-09	rs7304603	3.7e-09	0.97804458254941	0.97804458254941	invnorm_short_axis_cm_pa-rs7304603	invnorm_short_axis_cm_pa	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr19	29822669	29822669	29822669	rs3218069	1.2e-09	rs3218069	1.2e-09	0.94052193266611	0.94052193266611	invnorm_short_axis_cm_pa-rs3218069	invnorm_short_axis_cm_pa	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr3	169428709	169428709	169428709	rs2014590	5.8e-11	rs2014590	5.8e-11	0.937855361147978	0.937855361147978	invnorm_short_axis_cm_pa-rs2014590	invnorm_short_axis_cm_pa	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr5	173235021	173235021	173235021	rs10071514	1.1e-09	rs2277923	2.2e-09	0.943085707624556	0.905140720643464	invnorm_short_axis_cm_pa-rs10071514	invnorm_short_axis_cm_pa	TRUE	NKX2-5	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr5	173235021	173235021	173235021	rs2277923	2.2e-09	rs2277923	2.2e-09	0.905140720643464	0.905140720643464	invnorm_short_axis_cm_pa-rs2277923	invnorm_short_axis_cm_pa	TRUE	NKX2-5	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr5	173242768	173242768	173242768	rs10071514	1.1e-09	rs10071514	1.1e-09	0.943085707624556	0.943085707624556	invnorm_short_axis_cm_pa-rs10071514	invnorm_short_axis_cm_pa	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr5	173242768	173242768	173242768	rs2277923	2.2e-09	rs10071514	1.1e-09	0.905140720643464	0.943085707624556	invnorm_short_axis_cm_pa-rs2277923	invnorm_short_axis_cm_pa	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr5	173243608	173243608	173243608	rs35564079	5.7e-11	rs35564079	5.7e-11	0.994269159681466	0.994269159681466	invnorm_short_axis_cm_pa-rs35564079	invnorm_short_axis_cm_pa	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr5	173243742	173243742	173243742	rs6891790	3.2e-10	rs6891790	3.2e-10	0.975981914322478	0.975981914322478	invnorm_short_axis_cm_pa-rs6891790	invnorm_short_axis_cm_pa	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr6	36679011	36679011	36679011	rs3176320	4.3e-12	rs3176320	4.3e-12	0.958002486127776	0.958002486127776	invnorm_short_axis_cm_pa-rs3176320	invnorm_short_axis_cm_pa	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr6	36679072	36679072	36679072	rs3176323	5.2e-12	rs3176323	5.2e-12	0.962609495163171	0.962609495163171	invnorm_short_axis_cm_pa-rs3176323	invnorm_short_axis_cm_pa	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr6	36679903	36679903	36679903	rs4135240	3.3e-12	rs4135240	3.3e-12	0.965352459283028	0.965352459283028	invnorm_short_axis_cm_pa-rs4135240	invnorm_short_axis_cm_pa	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr8	140045627	140045627	140045627	rs4288356	1.1e-09	rs4288356	1.1e-09	0.936066634330077	0.936066634330077	invnorm_short_axis_cm_pa-rs4288356	invnorm_short_axis_cm_pa	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr8	140045627	140045627	140045627	rs4454254	1.4e-09	rs4288356	1.1e-09	0.924140907728701	0.936066634330077	invnorm_short_axis_cm_pa-rs4454254	invnorm_short_axis_cm_pa	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr8	140047544	140047544	140047544	rs4440615	7.9e-10	rs4440615	7.9e-10	0.951990933739102	0.951990933739102	invnorm_short_axis_cm_pa-rs4440615	invnorm_short_axis_cm_pa	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr8	140049929	140049929	140049929	rs4288356	1.1e-09	rs4454254	1.4e-09	0.936066634330077	0.924140907728701	invnorm_short_axis_cm_pa-rs4288356	invnorm_short_axis_cm_pa	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr8	140049929	140049929	140049929	rs4454254	1.4e-09	rs4454254	1.4e-09	0.924140907728701	0.924140907728701	invnorm_short_axis_cm_pa-rs4454254	invnorm_short_axis_cm_pa	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr13	26463903	26463903	26463903	rs12430162	1.5e-08	rs12430162	1.5e-08	0.924921937361561	0.924921937361561	invnorm_short_axis_cm_root-rs12430162	invnorm_short_axis_cm_root	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr13	50199350	50199350	50199350	rs2765756	3.3e-26	rs2765756	3.3e-26	0.910555305312019	0.910555305312019	invnorm_short_axis_cm_root-rs2765756	invnorm_short_axis_cm_root	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr17	46890164	46890164	46890164	rs75230966	7.2e-36	rs75230966	7.2e-36	0.999999912417995	0.999999912417995	invnorm_short_axis_cm_root-rs75230966	invnorm_short_axis_cm_root	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr17	46935905	46935905	46935905	rs17608766	3.1e-48	rs17608766	3.1e-48	1	1	invnorm_short_axis_cm_root-rs17608766	invnorm_short_axis_cm_root	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr17	46969002	46969002	46969002	rs76774446	9.8e-44	rs76774446	9.8e-44	0.999999999999986	0.999999999999986	invnorm_short_axis_cm_root-rs76774446	invnorm_short_axis_cm_root	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr17	46977741	46977741	46977741	rs80335285	1.4e-42	rs80335285	1.4e-42	0.999999999999673	0.999999999999673	invnorm_short_axis_cm_root-rs80335285	invnorm_short_axis_cm_root	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr17	47014404	47014404	47014404	rs533030436	4.4e-39	rs533030436	4.4e-39	0.999999999020659	0.999999999020659	invnorm_short_axis_cm_root-rs533030436	invnorm_short_axis_cm_root	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr17	47166708	47166708	47166708	rs117953218	5.5e-38	rs117953218	5.5e-38	0.999999993753718	0.999999993753718	invnorm_short_axis_cm_root-rs117953218	invnorm_short_axis_cm_root	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr1	99579683	99579683	99579683	rs11166276	3.1e-11	rs11166276	3.1e-11	0.941764816519277	0.941764816519277	invnorm_short_axis_cm_root-rs11166276	invnorm_short_axis_cm_root	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr1	99584229	99584229	99584229	rs7543130	2e-11	rs7543130	2e-11	0.956235499441927	0.956235499441927	invnorm_short_axis_cm_root-rs7543130	invnorm_short_axis_cm_root	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr2	170901206	170901206	170901206	rs566346352	5.2e-09	rs566346352	5.2e-09	0.921905843042908	0.921905843042908	invnorm_short_axis_cm_root-rs566346352	invnorm_short_axis_cm_root	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr22	27810412	27810412	27810412	rs73164492	5.6e-09	rs73164492	5.6e-09	0.974671306132789	0.974671306132789	invnorm_short_axis_cm_root-rs73164492	invnorm_short_axis_cm_root	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr22	27814266	27814266	27814266	rs112025797	5.8e-09	rs112025797	5.8e-09	0.973623545882395	0.973623545882395	invnorm_short_axis_cm_root-rs112025797	invnorm_short_axis_cm_root	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr2	55900956	55900956	55900956	rs7596872	7.9e-10	rs7596872	7.9e-10	0.96300573298006	0.96300573298006	invnorm_short_axis_cm_root-rs7596872	invnorm_short_axis_cm_root	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr5	173235021	173235021	173235021	rs2277923	7.9e-12	rs2277923	7.9e-12	0.999679696529625	0.999679696529625	invnorm_short_axis_cm_root-rs2277923	invnorm_short_axis_cm_root	TRUE	NKX2-5	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr5	173237160	173237160	173237160	rs6882776	1.7e-11	rs6882776	1.7e-11	0.999568357300882	0.999568357300882	invnorm_short_axis_cm_root-rs6882776	invnorm_short_axis_cm_root	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr5	173242768	173242768	173242768	rs10071514	4.8e-11	rs10071514	4.8e-11	0.998591048267932	0.998591048267932	invnorm_short_axis_cm_root-rs10071514	invnorm_short_axis_cm_root	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr5	173243608	173243608	173243608	rs35564079	4.6e-12	rs35564079	4.6e-12	0.999896871664685	0.999896871664685	invnorm_short_axis_cm_root-rs35564079	invnorm_short_axis_cm_root	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr5	173243742	173243742	173243742	rs6891790	1.6e-11	rs6891790	1.6e-11	0.99943417356197	0.99943417356197	invnorm_short_axis_cm_root-rs6891790	invnorm_short_axis_cm_root	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr5	173248591	173248591	173248591	rs2161118	1e-10	rs2161118	1e-10	0.997230665619044	0.997230665619044	invnorm_short_axis_cm_root-rs2161118	invnorm_short_axis_cm_root	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr5	173250468	173250468	173250468	rs6890391	1.9e-11	rs6890391	1.9e-11	0.999161164378107	0.999161164378107	invnorm_short_axis_cm_root-rs6890391	invnorm_short_axis_cm_root	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
chr5	173250988	173250988	173250988	rs60785242	3.1e-09	rs60785242	3.1e-09	0.908617832447254	0.908617832447254	invnorm_short_axis_cm_root-rs60785242	invnorm_short_axis_cm_root	FALSE	NA	FALSE	NA	FALSE	NA	QuantitativeHeartTraits
